log_text,block_id,error_count,duration,test_failed,coverage,cpu_usage,memory_usage,past_failures,status,Failure_Risk,Performance_Risk,Test_Risk,Security_Risk
081111 075809 23659 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_-4582442491366282435 terminating,blk_-4582442491366282435,1,88,1,88,55,52,0,0,0,0,1,0
081110 215003 15501 INFO dfs.DataNode$PacketResponder: Received block blk_2474460483915499078 of size 67108864 from /10.251.195.52,blk_2474460483915499078,1,106,0,92,31,51,1,0,0,0,0,0
081111 031541 18484 INFO dfs.DataNode$PacketResponder: Received block blk_9072486569292195232 of size 67108864 from /10.251.71.68,blk_9072486569292195232,2,116,1,90,56,53,1,0,0,0,0,0
081110 120524 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.202.134:50010 is added to blk_-4945182943709543868 size 67108864,blk_-4945182943709543868,2,96,1,80,54,30,1,0,0,0,1,0
081111 095035 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.67:50010 is added to blk_-8428590803682810851 size 67108864,blk_-8428590803682810851,2,90,1,90,30,38,0,0,0,0,0,0
081111 044340 29 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_815809455641029563 is added to invalidSet of 10.251.111.37:50010,blk_815809455641029563,1,125,1,87,30,43,1,0,0,0,0,0
081110 112324 9997 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_-1387034299358896632 terminating,blk_-1387034299358896632,2,45,1,97,46,50,1,0,0,0,0,0
081111 082541 24284 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_3433046099598424314 terminating,blk_3433046099598424314,1,67,1,83,43,37,0,0,0,0,1,0
081110 103717 19 INFO dfs.FSDataset: Deleting block blk_8189008752707332487 file /mnt/hadoop/dfs/data/current/subdir7/blk_8189008752707332487,blk_8189008752707332487,1,113,0,95,46,42,1,0,0,0,0,0
081111 094825 35 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand8/_temporary/_task_200811101024_0015_m_001473_0/part-01473. blk_-4390972361898978900,blk_-4390972361898978900,0,113,1,86,49,50,0,0,0,0,1,0
081110 213816 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand3/_temporary/_task_200811101024_0005_m_001091_0/part-01091. blk_-4468645577339843974,blk_-4468645577339843974,1,57,1,95,38,35,1,0,0,0,0,0
081111 073949 23599 INFO dfs.DataNode$PacketResponder: Received block blk_7922331746517419368 of size 67108864 from /10.251.199.19,blk_7922331746517419368,0,76,2,88,40,52,1,0,0,0,1,0
081111 093952 25849 INFO dfs.DataNode$PacketResponder: Received block blk_-9167880724995702718 of size 67108864 from /10.251.214.225,blk_-9167880724995702718,0,53,1,81,35,29,1,0,0,0,1,0
081109 203615 148 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_38865049064139660 terminating,blk_38865049064139660,0,71,1,91,58,35,1,0,0,0,0,0
081109 234516 4136 INFO dfs.DataNode$DataXceiver: Receiving block blk_7654726977769174867 src: /10.251.110.160:49990 dest: /10.251.110.160:50010,blk_7654726977769174867,1,109,1,90,50,41,1,0,0,0,1,0
081111 052103 20872 INFO dfs.DataNode$DataXceiver: Receiving block blk_8452214765874767801 src: /10.251.38.197:60409 dest: /10.251.38.197:50010,blk_8452214765874767801,2,65,1,89,49,30,0,0,0,0,1,0
081110 002041 4863 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_9074030793567748915 terminating,blk_9074030793567748915,1,50,0,94,50,25,1,0,0,0,0,0
081110 220830 29 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/randtxt3/_temporary/_task_200811101024_0007_m_000374_0/part-00374. blk_-1941312615450572331,blk_-1941312615450572331,2,121,1,85,34,40,0,0,0,0,1,0
081110 121758 10889 INFO dfs.DataNode$PacketResponder: Received block blk_-5671206752084326639 of size 67108864 from /10.251.214.67,blk_-5671206752084326639,1,56,1,99,45,26,1,0,0,0,0,0
081111 075814 19 INFO dfs.FSDataset: Deleting block blk_-6131345369657245178 file /mnt/hadoop/dfs/data/current/blk_-6131345369657245178,blk_-6131345369657245178,1,68,1,98,35,33,0,0,0,0,0,0
081110 103029 34 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_434034567989619521 is added to invalidSet of 10.251.91.15:50010,blk_434034567989619521,1,48,1,99,46,48,0,0,0,0,0,0
081111 094052 25242 INFO dfs.DataNode$DataXceiver: Receiving block blk_931297048899943584 src: /10.251.67.113:54324 dest: /10.251.67.113:50010,blk_931297048899943584,1,61,0,83,59,35,0,0,0,0,0,0
081110 072121 7820 INFO dfs.DataNode$DataXceiver: 10.251.123.99:50010 Served block blk_5385121219895615240 to /10.251.71.146,blk_5385121219895615240,1,81,1,97,42,30,0,0,0,0,1,0
081109 232639 3792 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_-6837050820114491742 terminating,blk_-6837050820114491742,2,108,1,82,54,40,0,0,0,0,0,0
081111 084003 24758 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_703387617548630438 terminating,blk_703387617548630438,0,41,1,84,56,42,0,0,0,0,1,0
081111 075747 23844 INFO dfs.DataNode$DataXceiver: Receiving block blk_706826531153199550 src: /10.250.5.161:58254 dest: /10.250.5.161:50010,blk_706826531153199550,2,107,1,93,49,52,0,0,0,0,0,0
081111 101316 29 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.90.64:50010 is added to blk_1441315972355360459 size 67108864,blk_1441315972355360459,2,56,2,85,31,49,0,0,0,0,1,0
081110 083453 13 INFO dfs.DataBlockScanner: Verification succeeded for blk_3141363517520802396,blk_3141363517520802396,2,86,1,96,37,32,0,0,0,0,0,0
081110 220923 19 INFO dfs.FSDataset: Deleting block blk_8615522912610884162 file /mnt/hadoop/dfs/data/current/subdir35/blk_8615522912610884162,blk_8615522912610884162,1,49,1,82,32,54,0,0,0,0,1,0
081110 014050 34 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.122.65:50010 is added to blk_5095897972833086609 size 67108864,blk_5095897972833086609,2,76,1,97,39,27,0,0,0,0,1,0
081111 034945 19257 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_-2014243777892518956 terminating,blk_-2014243777892518956,1,40,0,81,41,39,1,0,0,0,0,0
081109 235727 4429 INFO dfs.DataNode$DataXceiver: Receiving block blk_-5217146995455608468 src: /10.251.214.67:38871 dest: /10.251.214.67:50010,blk_-5217146995455608468,0,96,2,96,45,25,0,0,0,0,1,0
081110 150205 29 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/sortrand2/_temporary/_task_200811101024_0003_r_000116_0/part-00116. blk_6749232449432458524,blk_6749232449432458524,2,55,1,84,47,47,0,0,0,0,1,0
081110 114315 10226 INFO dfs.DataNode$PacketResponder: Received block blk_1646909113279517647 of size 67108864 from /10.251.214.130,blk_1646909113279517647,1,69,1,100,44,33,1,0,0,0,0,0
081111 030015 18180 INFO dfs.DataNode$DataXceiver: Receiving block blk_-1868325377308234190 src: /10.251.42.207:50666 dest: /10.251.42.207:50010,blk_-1868325377308234190,0,50,1,84,37,51,1,0,0,0,1,0
081110 000657 4822 INFO dfs.DataNode$PacketResponder: Received block blk_-5309211894896608429 of size 67108864 from /10.251.202.181,blk_-5309211894896608429,0,48,2,94,45,53,1,0,0,0,1,0
081110 010801 5186 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_-5215520749152394224 terminating,blk_-5215520749152394224,0,74,1,80,57,52,1,0,0,0,0,0
081111 065605 22827 INFO dfs.DataNode$DataXceiver: Receiving block blk_-3884471885525630813 src: /10.251.106.50:60327 dest: /10.251.106.50:50010,blk_-3884471885525630813,2,74,1,100,47,26,0,0,0,0,0,0
081111 082650 32 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.13.240:50010 is added to blk_4170936278386288557 size 67108864,blk_4170936278386288557,1,112,0,85,44,48,0,0,0,0,0,0
081111 053932 21163 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_7500282100357271699 terminating,blk_7500282100357271699,2,45,1,95,51,40,1,0,0,0,0,0
081111 093407 35 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand8/_temporary/_task_200811101024_0015_m_001294_0/part-01294. blk_4214952053910973364,blk_4214952053910973364,2,126,0,94,40,46,1,0,0,0,0,0
081110 212556 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.91.84:50010 is added to blk_6039898256291822367 size 67108864,blk_6039898256291822367,1,98,2,100,46,52,0,0,0,0,1,0
081110 103030 34 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_413552235254424009 is added to invalidSet of 10.251.35.1:50010,blk_413552235254424009,0,58,1,93,47,54,0,0,0,0,0,0
081110 112516 10267 INFO dfs.DataNode$DataXceiver: Receiving block blk_8235751201501175836 src: /10.250.11.194:37449 dest: /10.250.11.194:50010,blk_8235751201501175836,2,65,1,92,48,54,0,0,0,0,1,0
081111 041534 19842 INFO dfs.DataNode$DataXceiver: Receiving block blk_-7727864185516010230 src: /10.251.43.192:36039 dest: /10.251.43.192:50010,blk_-7727864185516010230,1,53,1,90,46,45,0,0,0,0,1,0
081110 015423 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.197.161:50010 is added to blk_6080034782037237879 size 67108864,blk_6080034782037237879,0,103,2,84,44,42,1,0,0,0,1,0
081111 030414 18143 INFO dfs.DataNode$DataXceiver: Receiving block blk_6807535563873595117 src: /10.250.17.177:48934 dest: /10.250.17.177:50010,blk_6807535563873595117,1,51,1,87,46,34,1,0,0,0,1,0
081111 034456 18909 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_6137960563260046065 terminating,blk_6137960563260046065,2,106,0,100,44,55,1,0,0,0,0,0
081110 020011 6037 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_-9198375937828232046 terminating,blk_-9198375937828232046,0,77,1,88,48,41,1,0,0,0,1,0
081110 103734 19 INFO dfs.FSDataset: Deleting block blk_6223504502438507199 file /mnt/hadoop/dfs/data/current/subdir0/blk_6223504502438507199,blk_6223504502438507199,0,94,0,99,49,35,0,0,0,0,0,0
081111 065440 19 INFO dfs.FSDataset: Deleting block blk_3862032846413436284 file /mnt/hadoop/dfs/data/current/subdir28/blk_3862032846413436284,blk_3862032846413436284,2,115,1,91,58,31,0,0,0,0,1,0
081111 085221 24607 INFO dfs.DataNode$PacketResponder: Received block blk_241585185788373386 of size 67108864 from /10.251.111.80,blk_241585185788373386,1,90,2,92,34,49,0,0,0,0,1,0
081110 222413 16030 INFO dfs.DataNode$DataXceiver: Receiving block blk_-3417101330634563680 src: /10.251.110.68:44200 dest: /10.251.110.68:50010,blk_-3417101330634563680,1,74,0,86,37,50,0,0,0,0,0,0
081110 143336 30 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/sortrand2/_temporary/_task_200811101024_0003_r_000257_0/part-00257. blk_-1732662141253491971,blk_-1732662141253491971,0,73,1,99,44,50,0,0,0,0,1,0
081111 092720 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.42.207:50010 is added to blk_-6314365697827006048 size 67108864,blk_-6314365697827006048,0,92,1,88,38,28,1,0,0,0,1,0
081111 071112 34 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand6/_temporary/_task_200811101024_0013_m_000523_0/part-00523. blk_-4801855948459616884,blk_-4801855948459616884,0,73,0,83,56,48,1,0,0,0,0,0
081111 084233 24661 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_7901008236334420364 terminating,blk_7901008236334420364,1,69,0,87,36,28,0,0,0,0,0,0
081111 051130 20759 INFO dfs.DataNode$PacketResponder: Received block blk_49420377461855719 of size 67108864 from /10.251.70.112,blk_49420377461855719,2,105,0,99,47,51,0,0,0,0,0,0
081110 082013 8326 INFO dfs.DataNode$DataXceiver: 10.251.43.115:50010 Served block blk_-7364557883931785608 to /10.251.43.115,blk_-7364557883931785608,1,43,1,82,44,43,1,0,0,0,1,0
081110 215310 15040 INFO dfs.DataNode$PacketResponder: Received block blk_-3300851862683571086 of size 67108864 from /10.251.203.166,blk_-3300851862683571086,0,78,1,96,49,28,1,0,0,0,0,0
081110 210425 19 INFO dfs.FSDataset: Deleting block blk_-6942784423611603919 file /mnt/hadoop/dfs/data/current/subdir38/blk_-6942784423611603919,blk_-6942784423611603919,2,51,0,91,41,25,1,0,0,0,0,0
081111 033824 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_-6802124772693111025 is added to invalidSet of 10.251.66.63:50010,blk_-6802124772693111025,2,32,1,80,47,36,1,0,0,0,0,0
081111 062002 21694 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_-8389657728641837382 terminating,blk_-8389657728641837382,2,59,2,83,30,26,0,0,0,0,1,0
081110 213828 15327 INFO dfs.DataNode$DataXceiver: Receiving block blk_9121519145462575118 src: /10.250.10.223:58281 dest: /10.250.10.223:50010,blk_9121519145462575118,0,48,1,100,45,29,0,0,0,0,1,0
081111 065217 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_5505696082121135363 is added to invalidSet of 10.251.214.130:50010,blk_5505696082121135363,2,98,1,96,33,45,0,0,0,0,1,0
081110 103621 19 INFO dfs.FSDataset: Deleting block blk_153508158653341141 file /mnt/hadoop/dfs/data/current/subdir50/blk_153508158653341141,blk_153508158653341141,0,41,0,99,41,29,0,0,0,0,0,0
081110 223032 16147 INFO dfs.DataNode$PacketResponder: Received block blk_-8377763431920892140 of size 67108864 from /10.250.6.223,blk_-8377763431920892140,0,106,2,94,31,41,0,0,0,0,1,0
081110 144750 12364 INFO dfs.DataNode$DataXceiver: Receiving block blk_7193551490488433552 src: /10.251.74.227:44191 dest: /10.251.74.227:50010,blk_7193551490488433552,1,45,1,82,35,55,1,0,0,0,0,0
081110 091550 8683 WARN dfs.DataNode$DataXceiver: 10.251.111.209:50010:Got exception while serving blk_7505828172725463922 to /10.251.111.209:,blk_7505828172725463922,1,114,2,81,43,47,1,0,0,0,1,0
081111 082902 24331 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_3922791077126964673 terminating,blk_3922791077126964673,0,125,0,83,36,29,0,0,0,0,0,0
081111 074958 29 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand6/_temporary/_task_200811101024_0013_m_001983_0/part-01983. blk_8861349372992394289,blk_8861349372992394289,0,69,2,82,46,35,1,0,0,0,1,0
081111 090140 18 INFO dfs.FSDataset: Deleting block blk_-4301178988618507084 file /mnt/hadoop/dfs/data/current/subdir46/blk_-4301178988618507084,blk_-4301178988618507084,2,50,1,85,37,46,0,0,0,0,1,0
081111 085916 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_-6261136177206340449 is added to invalidSet of 10.251.70.37:50010,blk_-6261136177206340449,1,122,2,95,53,27,0,0,0,0,1,0
081111 004102 17259 WARN dfs.DataNode$DataXceiver: 10.251.214.175:50010:Got exception while serving blk_481857539063371482 to /10.251.105.189:,blk_481857539063371482,2,102,0,95,30,43,0,0,0,0,0,0
081111 033505 18847 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_6745520736924802462 terminating,blk_6745520736924802462,0,100,0,95,38,30,1,0,0,0,0,0
081111 101238 26399 INFO dfs.DataNode$DataXceiver: Receiving block blk_-5224756755359850354 src: /10.251.43.192:38028 dest: /10.251.43.192:50010,blk_-5224756755359850354,1,62,0,100,32,35,0,0,0,0,0,0
081111 081938 23963 INFO dfs.DataNode$PacketResponder: Received block blk_8655748951361667770 of size 67108864 from /10.251.109.236,blk_8655748951361667770,1,62,2,87,51,36,0,0,0,0,1,0
081110 210427 19 INFO dfs.FSDataset: Deleting block blk_-5603192027616633151 file /mnt/hadoop/dfs/data/current/subdir34/blk_-5603192027616633151,blk_-5603192027616633151,0,125,1,83,36,40,1,0,0,0,1,0
081111 025811 18303 INFO dfs.DataNode$DataXceiver: Receiving block blk_-8649503431827393598 src: /10.251.199.19:48778 dest: /10.251.199.19:50010,blk_-8649503431827393598,1,72,1,98,47,55,1,0,0,0,0,0
081111 041443 19498 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_-1842096107468319932 terminating,blk_-1842096107468319932,2,126,1,91,39,46,1,0,0,0,0,0
081111 090154 19 INFO dfs.FSDataset: Deleting block blk_5701964561533648583 file /mnt/hadoop/dfs/data/current/subdir10/blk_5701964561533648583,blk_5701964561533648583,0,102,2,99,38,46,1,0,0,0,1,0
081110 211030 19 INFO dfs.FSDataset: Deleting block blk_7360639743953947587 file /mnt/hadoop/dfs/data/current/subdir35/blk_7360639743953947587,blk_7360639743953947587,1,87,0,81,56,36,1,0,0,0,0,0
081111 090149 19 INFO dfs.FSDataset: Deleting block blk_-1451819169209310732 file /mnt/hadoop/dfs/data/current/subdir23/blk_-1451819169209310732,blk_-1451819169209310732,1,68,1,82,47,51,0,0,0,0,0,0
081110 215817 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand3/_temporary/_task_200811101024_0005_m_001824_0/part-01824. blk_-4654885003331291932,blk_-4654885003331291932,1,95,1,88,33,50,1,0,0,0,1,0
081111 053916 21341 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_-5580322334454533924 terminating,blk_-5580322334454533924,0,114,1,95,53,36,1,0,0,0,0,0
081110 103130 30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_3858015337960682724 is added to invalidSet of 10.251.214.130:50010,blk_3858015337960682724,0,46,1,84,48,47,0,0,0,0,0,0
081110 224636 16576 INFO dfs.DataNode$PacketResponder: Received block blk_6490003020931145707 of size 67108864 from /10.251.42.246,blk_6490003020931145707,1,74,2,85,60,36,0,0,0,0,1,0
081110 013537 5804 INFO dfs.DataNode$DataXceiver: Receiving block blk_-6486714614940767660 src: /10.250.11.53:48454 dest: /10.250.11.53:50010,blk_-6486714614940767660,3,210,4,40,89,84,3,1,1,1,1,0
081111 023149 19 INFO dfs.FSDataset: Deleting block blk_-7411858598798393933 file /mnt/hadoop/dfs/data/current/subdir24/blk_-7411858598798393933,blk_-7411858598798393933,2,95,1,92,59,45,1,0,0,0,0,0
081111 094930 26178 INFO dfs.DataNode$PacketResponder: Received block blk_-3283153974358895314 of size 67108864 from /10.251.111.228,blk_-3283153974358895314,0,80,1,82,50,38,1,0,0,0,0,0
081111 070326 34 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand6/_temporary/_task_200811101024_0013_m_000079_0/part-00079. blk_4225726256421431188,blk_4225726256421431188,0,52,1,90,53,47,1,0,0,0,1,0
081111 024831 35 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.242:50010 is added to blk_5390763359901143305 size 67108864,blk_5390763359901143305,2,67,1,86,37,54,1,0,0,0,1,0
081109 234027 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.85:50010 is added to blk_-7017553867379051457 size 67108864,blk_-7017553867379051457,1,120,1,90,52,41,1,0,0,0,0,0
081111 084831 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand7/_temporary/_task_200811101024_0014_m_001940_0/part-01940. blk_1910319264393500537,blk_1910319264393500537,2,71,0,84,41,49,0,0,0,0,0,0
081111 070301 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand6/_temporary/_task_200811101024_0013_m_000451_0/part-00451. blk_-8744988583359134013,blk_-8744988583359134013,1,48,2,97,48,53,0,0,0,0,1,0
081110 210502 19 INFO dfs.FSDataset: Deleting block blk_-3564493590065542578 file /mnt/hadoop/dfs/data/current/subdir55/blk_-3564493590065542578,blk_-3564493590065542578,2,46,2,96,56,49,1,0,0,0,1,0
081111 101230 34 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.29.239:50010 is added to blk_-762982068597249045 size 67108864,blk_-762982068597249045,1,116,0,83,48,48,1,0,0,0,0,0
081110 212139 14759 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_2957756905007569214 terminating,blk_2957756905007569214,0,78,1,96,56,32,0,0,0,0,0,0
081110 150316 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.105.189:50010 is added to blk_-3275237990609680332 size 67108864,blk_-3275237990609680332,0,60,1,87,54,50,0,0,0,0,1,0
081111 084757 31 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.91.32:50010 is added to blk_423916008836295480 size 67108864,blk_423916008836295480,1,86,0,81,44,39,1,0,0,0,0,0
081111 100223 26181 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_-191333338640084691 terminating,blk_-191333338640084691,2,115,2,84,41,45,0,0,0,0,1,0
081109 222040 3463 WARN dfs.DataNode$DataXceiver: 10.251.71.146:50010:Got exception while serving blk_-2032740670708110312 to /10.251.197.161:,blk_-2032740670708110312,2,107,1,99,37,50,0,0,0,0,0,0
081111 072733 23446 INFO dfs.DataNode$DataXceiver: Receiving block blk_-7238035741206373733 src: /10.251.202.209:59561 dest: /10.251.202.209:50010,blk_-7238035741206373733,2,69,0,87,45,43,1,0,0,0,0,0
081110 210127 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_6093858391888371854 is added to invalidSet of 10.251.42.207:50010,blk_6093858391888371854,2,107,1,91,48,45,0,0,0,0,1,0
081111 023250 19 INFO dfs.FSDataset: Deleting block blk_797263375273454863 file /mnt/hadoop/dfs/data/current/subdir16/blk_797263375273454863,blk_797263375273454863,5,114,4,63,85,90,4,1,1,0,1,1
081109 213028 2206 INFO dfs.DataNode$PacketResponder: Received block blk_3777400576053320362 of size 67108864 from /10.251.31.5,blk_3777400576053320362,1,121,1,87,45,49,0,0,0,0,0,0
081109 212338 2007 INFO dfs.DataNode$PacketResponder: Received block blk_-518701095493827363 of size 67108864 from /10.251.214.67,blk_-518701095493827363,2,52,0,94,53,30,0,0,0,0,0,0
081111 075537 23945 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_283922378823540530 terminating,blk_283922378823540530,5,194,4,66,81,75,3,1,1,1,1,1
081111 101735 26595 INFO dfs.DataNode$PacketResponder: Received block blk_-5815145248455404269 of size 67108864 from /10.251.121.224,blk_-5815145248455404269,1,108,0,84,52,48,0,0,0,0,0,0
081111 082955 24432 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_7412933088374169877 terminating,blk_7412933088374169877,1,63,1,82,57,39,1,0,0,0,1,0
081110 112234 9888 INFO dfs.DataNode$DataXceiver: Receiving block blk_6672666770563118759 src: /10.251.71.68:44457 dest: /10.251.71.68:50010,blk_6672666770563118759,1,63,1,92,57,32,0,0,0,0,0,0
081110 123810 11328 INFO dfs.DataNode$DataXceiver: Receiving block blk_6628512193350164674 src: /10.251.73.220:33460 dest: /10.251.73.220:50010,blk_6628512193350164674,2,67,1,85,37,35,0,0,0,0,1,0
081110 103538 18 INFO dfs.FSDataset: Deleting block blk_-4298255715894292387 file /mnt/hadoop/dfs/data/current/subdir38/blk_-4298255715894292387,blk_-4298255715894292387,1,103,0,94,60,25,0,0,0,0,0,0
081110 120247 10427 INFO dfs.DataNode$DataXceiver: Receiving block blk_8942969309743886844 src: /10.251.110.68:58266 dest: /10.251.110.68:50010,blk_8942969309743886844,1,91,2,89,31,33,0,0,0,0,1,0
081111 044752 19 INFO dfs.FSDataset: Deleting block blk_1553688227908800900 file /mnt/hadoop/dfs/data/current/subdir15/blk_1553688227908800900,blk_1553688227908800900,0,104,2,80,44,42,1,0,0,0,1,0
081110 193551 14191 INFO dfs.DataNode$DataXceiver: 10.251.71.97:50010 Served block blk_6552418180158772377 to /10.251.39.242,blk_6552418180158772377,3,130,7,59,93,95,4,1,1,0,1,0
081111 044304 35 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_2259206517962925438 is added to invalidSet of 10.251.215.16:50010,blk_2259206517962925438,1,88,0,83,41,33,1,0,0,0,0,0
081110 210308 19 INFO dfs.FSDataset: Deleting block blk_-7353572928777348242 file /mnt/hadoop/dfs/data/current/subdir22/blk_-7353572928777348242,blk_-7353572928777348242,2,96,1,81,44,54,1,0,0,0,1,0
081110 222052 16100 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_-7170175035335391571 terminating,blk_-7170175035335391571,0,33,0,94,50,48,0,0,0,0,0,0
081109 223910 3540 WARN dfs.DataNode$DataXceiver: 10.251.43.210:50010:Got exception while serving blk_2969087638814291714 to /10.251.199.86:,blk_2969087638814291714,0,115,1,99,56,32,0,0,0,0,0,0
081111 025607 18122 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_1155029843511109085 terminating,blk_1155029843511109085,1,100,1,100,58,34,1,0,0,0,0,0
081111 093513 25793 INFO dfs.DataNode$DataXceiver: Receiving block blk_-5057534532247887258 src: /10.250.5.237:45766 dest: /10.250.5.237:50010,blk_-5057534532247887258,0,104,2,83,54,37,0,0,0,0,1,0
081110 215357 15296 INFO dfs.DataNode$DataXceiver: Receiving block blk_8222237992861447018 src: /10.251.203.4:60086 dest: /10.251.203.4:50010,blk_8222237992861447018,2,118,1,99,55,41,1,0,0,0,0,0
081111 044347 29 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_-5802915611610989626 is added to invalidSet of 10.251.110.196:50010,blk_-5802915611610989626,1,100,2,96,38,52,1,0,0,0,1,0
081110 103340 9214 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_-6997219177553478996 terminating,blk_-6997219177553478996,0,93,0,84,42,48,0,0,0,0,0,0
081110 083328 8416 INFO dfs.DataNode$DataXceiver: 10.251.126.22:50010 Served block blk_805587860540600864 to /10.251.126.22,blk_805587860540600864,0,106,1,91,54,32,0,0,0,0,0,0
081111 025732 18087 INFO dfs.DataNode$DataXceiver: Receiving block blk_-3752135158991310104 src: /10.251.70.5:44375 dest: /10.251.70.5:50010,blk_-3752135158991310104,1,111,0,81,34,50,1,0,0,0,0,0
081110 113407 10381 INFO dfs.DataNode$PacketResponder: Received block blk_3242229894054064344 of size 3540106 from /10.250.15.240,blk_3242229894054064344,2,76,1,80,53,43,1,0,0,0,0,0
081110 210115 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_-7584542530081657301 is added to invalidSet of 10.250.10.223:50010,blk_-7584542530081657301,0,97,1,95,54,34,1,0,0,0,0,0
081109 221151 3361 WARN dfs.DataNode$DataXceiver: 10.250.10.144:50010:Got exception while serving blk_5126469776250053435 to /10.250.11.100:,blk_5126469776250053435,2,95,1,89,48,32,0,0,0,0,1,0
081111 092425 25331 INFO dfs.DataNode$DataXceiver: Receiving block blk_4820650745157199554 src: /10.251.127.243:49726 dest: /10.251.127.243:50010,blk_4820650745157199554,2,101,1,93,51,35,0,0,0,0,0,0
081110 214525 35 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.195.33:50010 is added to blk_-9049344623659872649 size 67108864,blk_-9049344623659872649,1,62,1,82,54,37,0,0,0,0,0,0
081110 120139 10638 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_-357695136519539363 terminating,blk_-357695136519539363,1,87,1,93,53,44,1,0,0,0,0,0
